id,family_id,label,split,source,original_tokens,migrated_tokens,pair_tokens
863b71ac-0412-483e-90d4-7ece253b02f9,mined__github_py23_6b491828fb881611,equivalent,train,real_mined,199,199,398
138f47f4-d62c-499f-8316-08aa66553f99,mined__github_py23_8fb17b741d370e35,equivalent,train,real_mined,108,108,216
00538a50-3189-4fda-8e28-31db1009d168,mined__github_py23_377c6f2a1a458350,equivalent,train,real_mined,117,117,234
83ef625a-6f3a-425f-936d-9b10f093b75c,mined__github_py23_61ef66ad8409477e,equivalent,train,real_mined,421,421,842
cfeef3cf-de0b-4d22-a144-a5e3448711f2,mined__github_py23_e25760e45298775e,equivalent,train,real_mined,177,177,354
de6c6644-06ca-4cf0-b26e-13e40e039f68,mined__github_py23_741dfc22e201a651,equivalent,train,real_mined,189,189,378
94fcd6f0-b3c3-48e7-a07d-3bb57872f33d,mined__github_py23_d59190b17f69a259,equivalent,val,real_mined,177,177,354
4d4cd0e2-dec3-43e3-8f52-3c7e28ee4aeb,mined__github_py23_668846a0d7c2ce67,equivalent,train,real_mined,369,369,738
12af78e4-bc40-4c76-be9a-160c9314a5f6,mined__github_py23_5a62ba44590a4f70,equivalent,train,real_mined,306,306,612
10cb5b53-a04e-4f7b-9e90-bbb0f2d3f962,mined__github_py23_94d88e298aa9e0a8,equivalent,train,real_mined,378,378,756
170020b2-b37e-4395-b98a-16cb4972b264,mined__github_py23_33d6e7427f5fddfe,equivalent,train,real_mined,382,382,764
ba71330c-db01-4483-9e80-222b95ef04ef,mined__github_py23_98550c8022b33445,equivalent,train,real_mined,70,70,140
143f2666-7e57-4d90-a567-3c2e413b5b7d,mined__github_py23_dfba07456579c7fa,equivalent,train,real_mined,536,542,1078
ba1c2682-00ee-4ada-83a8-3628d30abf8b,mined__github_py23_2161d3c8c0bd5112,equivalent,train,real_mined,170,170,340
3a43e729-00a3-4a99-b479-1ec1aef76045,mined__github_py23_562246c700b9948d,equivalent,train,real_mined,162,162,324
7b1cd71d-ee3a-41bb-91e9-8381dfb5a02a,mined__github_py23_38c7804ab51333e8,equivalent,train,real_mined,533,533,1066
91510879-e983-4fad-bcca-a32f65be7e0a,mined__github_py23_61bc79ef76249b59,equivalent,val,real_mined,98,98,196
fee8bcc8-ccf9-49c3-b66c-f774c81d8a74,mined__github_py23_3cf026af36154514,equivalent,val,real_mined,253,253,506
e35b3327-e831-4bdf-ac07-8e0b1e4b4a55,mined__github_py23_445a05a5c907c054,equivalent,train,real_mined,346,346,692
a342dc96-d4de-47ba-8134-8e4347d9b898,mined__github_py23_0bb38380b76ba076,equivalent,val,real_mined,125,125,250
dc1b4186-6de8-4ce1-8a0f-82a8c0e904ed,mined__github_py23_804f04de65739059,equivalent,val,real_mined,328,328,656
da5be8b1-b1fc-43eb-b428-27793c98064a,mined__github_py23_1e998f132b882108,equivalent,train,real_mined,335,335,670
48454bc9-b948-4fe2-a707-032860e1fc28,mined__github_py23_bda2ebe43716097b,equivalent,val,real_mined,126,126,252
b79d836c-6aca-4113-9095-e96946b67101,mined__github_py23_45812f66e3bf66a9,equivalent,test,real_mined,242,242,484
244ae50f-66e4-4025-87e9-67975716c9ff,mined__github_py23_e300f93bedae7ce7,equivalent,test,real_mined,320,320,640
e696f311-aaaa-4bfd-aaf7-c3ce1fd7accc,mined__github_py23_d25b2a3aea7c5bf0,equivalent,train,real_mined,319,319,638
fd82b0e0-a44b-4ba4-b74c-33038d2b4816,mined__github_py23_a73106e0905c255e,equivalent,test,real_mined,438,438,876
e54a9e67-4b2d-452f-a819-df844c9e9008,mined__github_py23_89e6e27cc465641e,equivalent,train,real_mined,310,310,620
a4e10f7c-6a4e-4e9b-9c27-ba991ef32d5c,mined__github_py23_726ae286ca504017,equivalent,val,real_mined,71,71,142
925157be-d16e-48a0-a7c3-8081800a9b4f,mined__github_py23_2aa34fd3ceca9b9a,equivalent,train,real_mined,278,278,556
1f0dcac2-53d3-4b42-ae8c-784f9392e7b2,mined__github_py23_2739704bb3ea4346,equivalent,train,real_mined,109,109,218
70ea594a-815c-49bf-b36c-97d7df3fd756,mined__github_py23_e23ba28af98711f7,equivalent,test,real_mined,247,247,494
2c9b3b49-2328-4853-a122-65d6fe23598a,mined__github_py23_406cbbaff2137f23,equivalent,test,real_mined,329,329,658
63b3565d-9744-48a1-8d20-4d261f1de107,mined__github_py23_de25447a54f044c0,equivalent,train,real_mined,128,128,256
da30f778-e1e5-471a-968c-e215a421f1cc,mined__github_py23_f978b4bbf63f8391,equivalent,val,real_mined,245,245,490
275bb6ba-c873-46c5-aaf7-8913012003da,mined__github_py23_f2da4045f4e4a908,equivalent,train,real_mined,205,205,410
11f28b93-aa89-44c2-b82e-a8c42dcb0068,mined__github_py23_a90b961e6f85136a,equivalent,train,real_mined,124,124,248
b07f34d6-eff1-4655-8542-e71cf6f3e7df,mined__github_py23_863b8e1b25cd9e7f,equivalent,train,real_mined,174,174,348
41e855b0-27a0-4538-982e-a9538e6dffcc,mined__github_py23_6af52bb63564fda8,equivalent,train,real_mined,229,229,458
09f9a14a-0115-453a-b989-1e97a6087e2d,mined__github_py23_8b8abdfcde145ccf,equivalent,test,real_mined,249,249,498
c5597049-43b9-4c44-9762-94dd822125f9,mined__github_py23_d4b93169162859e5,equivalent,val,real_mined,263,263,526
cc29bf26-da59-4698-b33d-90c71e5422aa,mined__github_py23_8807d1efb3dba8aa,equivalent,train,real_mined,158,158,316
3e0662fb-5e64-4ad3-8c27-2d2ef3f3d668,mined__github_py23_b08558129f08adb1,equivalent,train,real_mined,96,96,192
623d3d30-2ecb-412e-a05d-c4fb13c5ca6a,mined__github_py23_42a0e0f48b712dec,equivalent,train,real_mined,341,341,682
53feb32f-af3d-4922-9479-bb8523fc8991,mined__github_py23_34b8713d388d37b6,equivalent,train,real_mined,312,312,624
2adb961f-c796-430f-a01f-8fd7350786fb,mined__github_py23_2559304a4c99cb32,equivalent,val,real_mined,155,155,310
3bee70ea-70f0-4000-9afc-3eb33ea22101,mined__github_py23_6befe4004b728781,equivalent,val,real_mined,191,191,382
099eebf8-d448-447b-acc4-feded20b0eaa,mined__github_py23_5a755b36b1f93cdd,equivalent,train,real_mined,392,392,784
d657a76e-f86d-42b3-80ab-7ffcc27204aa,mined__github_py23_05c6aa914bd33a90,equivalent,train,real_mined,313,313,626
7911cb85-7e4c-4d60-83b4-5984a046b6e5,mined__github_py23_3eb1efbaae5ddeb7,equivalent,train,real_mined,622,622,1244
5c47a636-d406-4b8c-b9b5-d5c00b4276a7,mined__github_py23_5446b12b99c76812,equivalent,train,real_mined,733,733,1466
0871f4f6-9262-434e-be6a-fcffd4fe2ca2,mined__github_py23_a0b6435256b825a4,equivalent,train,real_mined,697,697,1394
f6babc9d-b925-4cc8-9fcf-1fc71d852942,mined__github_py23_a6a8518f430cfcc3,equivalent,test,real_mined,347,347,694
d564ab6c-1e24-4340-8dbf-ae5950d64052,mined__github_py23_d9cdbaa556ae3fd3,equivalent,train,real_mined,493,493,986
32530f1b-9f7e-49f0-8282-945efaf01792,mined__github_py23_4f85e7789ad9d0e5,equivalent,train,real_mined,513,513,1026
4303b6a0-3edc-4b9e-8f4d-99ec13d23e75,mined__github_py23_4b437b89f9d0476e,equivalent,train,real_mined,361,361,722
865b10c5-87cf-4c50-aa34-3cf5c6707c3a,mined__github_py23_2471c324eff0d065,equivalent,train,real_mined,320,320,640
4ffc5a12-5ec6-4543-9ac2-dfffd926b662,mined__github_py23_409055a02ed768bc,equivalent,test,real_mined,315,315,630
df4e9482-7627-44db-af74-c15f931e075c,mined__github_py23_29fa9ff144335c42,equivalent,train,real_mined,496,496,992
a8b5fffb-3399-4615-91fe-f96fe4b5971c,mined__github_py23_1d59f82bd96af8dd,equivalent,train,real_mined,467,467,934
61802f63-0f18-4155-9b45-5f5956fc92a6,mined__github_py23_d9b723fcf34d5f98,equivalent,train,real_mined,216,216,432
2d371ea5-4f9b-4c74-b257-54138282d610,mined__github_py23_47b4e96966df0455,equivalent,test,real_mined,142,142,284
a94e2802-90a0-4c0f-a9f2-d464957921d1,mined__github_py23_114ad11735c85f8d,equivalent,test,real_mined,310,310,620
104de54b-5ad8-4887-a82f-06566b1aeea3,mined__github_py23_201b95c42c4ae28b,equivalent,test,real_mined,192,192,384
c76141ba-91b3-4645-9d7f-6a5041d00daf,mined__github_py23_8342b585ae52b9a8,equivalent,train,real_mined,332,332,664
653485f3-0c67-45f4-9554-e1c0126abb03,mined__github_py23_7f4132023c57c627,equivalent,test,real_mined,267,267,534
028e4cee-c646-4c5a-b807-f834031e8fb5,mined__github_py23_2d35fcfcd69c4f06,equivalent,train,real_mined,257,257,514
0c9213b1-334a-433a-a124-ed88c71d3636,mined__github_py23_b8e4fc4fdd234534,equivalent,test,real_mined,100,100,200
b3d63d47-f7d0-4030-82d3-d0ea7a0ae939,mined__github_py23_cf4dd7c6e76a8b74,equivalent,val,real_mined,134,134,268
8cf8ea5c-4a88-4e55-8d54-5451728df6b0,mined__github_py23_b83a0ead14790288,equivalent,train,real_mined,131,131,262
d173c042-5356-47f6-a7f5-583662b20504,mined__github_py23_68f7b1c1c2cb8bd1,equivalent,val,real_mined,410,410,820
96482390-40d8-4e81-a49e-7f652ebab93a,mined__github_py23_65b73e1d41890896,equivalent,test,real_mined,109,109,218
d4e76d57-d7d6-47ed-8764-7aedeba74ed7,mined__github_py23_b02b3c5606315859,equivalent,train,real_mined,156,156,312
1363be6a-fa4d-4165-bd0b-4a2d1a8ede6c,mined__github_py23_c9d5bfa2bc6a033d,equivalent,train,real_mined,105,105,210
1e11c511-a918-45e3-a24f-7dcd9b6c3559,mined__github_py23_f863b1be99c2d31d,equivalent,train,real_mined,203,203,406
7a078e40-9a8b-4927-b2a0-dbebb8eca10b,mined__github_py23_04099221c061807e,equivalent,train,real_mined,241,241,482
e6c105e4-2225-476f-9160-da9c8e4b7eca,mined__github_py23_cd35c90b41ac798d,equivalent,train,real_mined,164,164,328
68dd1915-ceba-479d-a6d5-1e6c58eb00ba,mined__github_py23_cdb1369dd9a520a9,equivalent,train,real_mined,88,88,176
9a9a9f7f-6986-4e4b-b13c-4137fd807b4a,mined__github_py23_a5046681b61f9ff9,equivalent,train,real_mined,221,221,442
eabca222-9b6f-4dd3-90f5-9eee1f19435d,mined__github_py23_a99a109ecebe1ca2,equivalent,train,real_mined,174,174,348
f33f10d5-dfd6-4501-a3fc-f349d263361a,mined__github_py23_5d6966b256251320,equivalent,train,real_mined,110,110,220
ccbcad21-f6bf-4284-80f2-21919f884b84,mined__github_py23_b35594b70585f167,equivalent,train,real_mined,115,115,230
16637cc4-fe8e-423b-8f6e-a01075cef347,mined__github_py23_95c906f83fc9d4fc,equivalent,train,real_mined,314,314,628
cfdbb703-1db2-49b1-a252-99ce2cc48cf0,mined__github_py23_979455e2cc16bdcb,equivalent,train,real_mined,150,150,300
7b4c0d29-7104-4829-b93e-30d23a925a13,mined__github_py23_af625db57d479be5,equivalent,train,real_mined,112,112,224
f6fd873f-8609-48be-b764-e8ae86a44165,mined__github_py23_51c1c6b28c89ec73,equivalent,train,real_mined,149,149,298
cf68313b-f1a8-4ef2-bbf6-35652c8861b4,mined__github_py23_2d71af6b4b0201f9,equivalent,train,real_mined,106,106,212
02cb3580-6134-45a7-b6ef-decd39e23f4b,mined__github_py23_5ead59b74047a955,equivalent,val,real_mined,344,344,688
d1a30479-1c3f-454c-86c5-6c13cfdd209e,mined__github_py23_3ef11a6d130255c1,equivalent,train,real_mined,248,248,496
7b813b0b-815f-4948-bbd7-32f0c5c189af,mined__github_py23_a6a7c0926c12e3e5,equivalent,test,real_mined,49,49,98
49659b7a-2ea1-44bd-8b9d-beb5cc4a041a,mined__github_py23_9ee4bce5fb2b8b88,equivalent,test,real_mined,50,50,100
2e099d89-017b-4f8c-968f-01359184f840,mined__github_py23_edabc464891b146e,equivalent,train,real_mined,80,80,160
73bb2b46-cf73-4faa-82f8-80e86afa5f85,mined__github_py23_9fce5403609346fc,equivalent,train,real_mined,56,56,112
4b7ff91d-53e6-4bcb-97bc-4c392e55bc73,mined__github_py23_8ec786fc91a0f765,equivalent,train,real_mined,103,103,206
a771de0c-b2ce-40c3-9c1c-858211c9752f,mined__github_py23_272180831a7cce89,equivalent,test,real_mined,274,274,548
f859ff9b-8c2a-48e1-bbb2-d649606f5b44,mined__github_py23_7f06959aea44ac9b,equivalent,val,real_mined,343,343,686
96044a26-4b19-4a27-bfa8-18e208f6860e,mined__github_py23_ff0de6a9e076b4e6,equivalent,train,real_mined,978,978,1956
3b223d9d-bf51-4ae3-9e6c-eaf0950e4766,mined__github_py23_70d8694b17c0c1da,equivalent,train,real_mined,303,303,606
997428d6-5ffd-4f32-a17f-3cfedcb68027,mined__github_py23_3c317053a7805fc6,equivalent,train,real_mined,345,345,690
8fa8fb34-cfa0-4a50-861d-d3d66782aec3,mined__github_py23_fe18e1dbc7dacd15,equivalent,train,real_mined,1407,1408,2815
06e237b6-6245-4290-b4ac-e5a41cf6797c,print_statement_01,not_equivalent,train,mutation,17,16,33
e83d75d5-65b1-4269-a640-9150fc8e9270,except_as_01,not_equivalent,train,mutation,51,51,102
4aa0d01c-0c45-498c-bd5f-87c8ab3b109d,except_as_01,not_equivalent,train,mutation,51,51,102
9d9a9aef-c064-4884-9a4c-402792e0a96e,unicode_str_01,not_equivalent,test,mutation,24,23,47
7242e8fe-623b-4fc2-b6ad-b2181f6f9288,has_key_01,not_equivalent,test,mutation,22,15,37
17bd4766-b330-4c2f-aacf-85e38fd1cac3,next_method_01,not_equivalent,train,mutation,26,26,52
0534b045-31f4-4215-9001-34875ea05067,raise_syntax_01,not_equivalent,train,mutation,40,39,79
ab32d9c5-aec2-4bf5-8963-d3492d3ac5ae,sorted_cmp_01,not_equivalent,test,mutation,30,35,65
be5b7386-55b3-4476-b6d5-c12c2fec7339,basestring_01,not_equivalent,train,mutation,23,21,44
31e78f1f-7c2b-4504-a57f-7ebb52b480b5,long_int_01,not_equivalent,train,mutation,18,18,36
afc32dab-2ec3-4dc8-8ca5-f365178b3e84,urllib_import_01,not_equivalent,train,mutation,31,32,63
c2f4fd80-fdec-42f9-8419-8633a73d7d3a,stringio_01,not_equivalent,train,mutation,44,42,86
747bf923-1ee5-4b66-afec-33d25f5e265d,input_raw_input_01,not_equivalent,train,mutation,27,21,48
75f77910-924d-4703-86d5-3ca8ac4c42fe,exec_statement_01,not_equivalent,train,mutation,17,19,36
00c80650-a85a-41bb-86be-ce8bee2d6bdb,mined__github_py23_fea5b2c6db74a4d9,not_equivalent,train,mutation,971,883,1854
520068fa-32a0-4b88-b68e-420364014e52,mined__github_py23_fea5b2c6db74a4d9,not_equivalent,train,mutation,971,882,1853
5090e677-bef1-4ae4-b4ba-713212736ffa,mined__github_py23_e14435df73685e85,not_equivalent,val,mutation,1154,1113,2267
25416873-8a83-4517-8bb9-748b0b4a41ae,mined__github_py23_fa5d4b926242ef70,not_equivalent,train,mutation,240,178,418
354b46a8-4fad-4b79-8170-2016d4f6b3e7,mined__github_py23_a7028b7606e9a577,not_equivalent,train,mutation,305,278,583
127cafe6-1862-482b-ac9a-17149bcabbc7,mined__github_py23_12d484075c40e123,not_equivalent,train,mutation,687,609,1296
3e73c4ba-483d-4969-a29e-4e76f7cb5c07,mined__github_py23_78c3141b831cd1ba,not_equivalent,val,mutation,134,83,217
4e259495-2a70-481a-b34c-fcd9ab7a78f4,mined__github_py23_f2dcd767f9d15aee,not_equivalent,train,mutation,434,378,812
b90974e6-e27a-44c5-b543-5f07229f25c5,mined__github_py23_911c259f7108f81f,not_equivalent,train,mutation,268,212,480
13889a07-f0f6-44f2-8edf-c64d9d92ea19,mined__github_py23_244953afef81edd2,not_equivalent,train,mutation,513,444,957
860071c4-c4d9-4184-8cab-011922167ee4,mined__github_py23_72cb472888f5e754,not_equivalent,test,mutation,138,87,225
b524f4cc-9757-4e07-a47c-3379303cd20f,mined__github_py23_6a40a8596538dad6,not_equivalent,train,mutation,631,334,965
0b7845b4-fa50-4d26-baad-44603734514e,mined__github_py23_01238bf196ee31bf,not_equivalent,train,mutation,811,708,1519
74017a00-713c-4c1f-9474-18bb685875c0,mined__github_py23_6ce99cddecb1a0c7,not_equivalent,train,mutation,1637,1360,2997
24e6c99a-cab9-4b9d-8c87-4590bf8fceb2,mined__github_py23_1d83d807e7df383b,not_equivalent,train,mutation,171,169,340
12f75051-e3a8-44bd-9036-b25e3c2f4141,mined__github_py23_461f5ee536ce06bb,not_equivalent,val,mutation,171,169,340
1d4baff7-13fc-44fa-ac26-d6ec216f61bf,mined__github_py23_0599c01d84a6c605,not_equivalent,train,mutation,306,305,611
6eb82927-7333-4fd8-98eb-0b5b40e7461b,mined__github_py23_fe6228a697eb9e84,not_equivalent,train,mutation,662,514,1176
30aa5346-37f8-445d-a40d-9efb5a7ce6e1,mined__github_py23_804f04de65739059,not_equivalent,val,mutation,328,329,657
936abfdc-a6da-4099-86d3-12604166b63b,mined__github_py23_804f04de65739059,not_equivalent,val,mutation,328,331,659
60cc5162-6d72-4bda-80f5-59a470be64a5,mined__github_py23_804f04de65739059,not_equivalent,val,mutation,328,326,654
917343e1-71da-43be-874d-3c559f3d67d2,mined__github_py23_1e998f132b882108,not_equivalent,train,mutation,335,334,669
900479c0-f07c-49af-8568-42fcfdb67d9f,mined__github_py23_bda2ebe43716097b,not_equivalent,val,mutation,126,127,253
d2650df8-7426-4f3d-9985-139eb44bd618,mined__github_py23_a73106e0905c255e,not_equivalent,test,mutation,438,440,878
60ac959c-4c82-4474-a6ad-afe2b9275eff,mined__github_py23_406cbbaff2137f23,not_equivalent,test,mutation,329,328,657
1a428cfd-03fb-45ca-9376-34aecd1094a6,mined__github_py23_de25447a54f044c0,not_equivalent,train,mutation,128,129,257
5eb7ee15-6577-43dc-9123-74eb90eff2b6,mined__github_py23_272180831a7cce89,not_equivalent,test,mutation,274,275,549
fe9cb793-e4e3-4724-8f0a-63020d78a234,dict_iteritems_01,not_equivalent,test,generic_mutation,52,51,103
3864d4af-d513-4b34-bfcd-602f1dbae02a,dict_iterkeys_01,not_equivalent,val,generic_mutation,48,47,95
aa3314f2-6c7d-4c3d-86b5-b559886e3293,except_as_01,not_equivalent,train,generic_mutation,51,49,100
7bb745ef-8ffa-47c1-91c9-1112057842be,division_01,not_equivalent,train,generic_mutation,15,15,30
5dec26d6-d06f-45c9-92d4-cff1de343318,division_01,not_equivalent,train,generic_mutation,15,13,28
9d697711-2320-45c2-99b9-e508a08bab50,xrange_01,not_equivalent,train,generic_mutation,45,45,90
b9297a07-897e-4faf-ae22-f3bd26c53e45,xrange_01,not_equivalent,train,generic_mutation,45,44,89
20805b40-b672-4f70-9da3-60fcf83d8466,unicode_str_01,not_equivalent,test,generic_mutation,24,15,39
b0c28ae8-7d33-43b6-a70d-ff861e0395ff,map_list_01,not_equivalent,train,generic_mutation,35,37,72
8d1e39d2-6508-441a-adae-ac16aeedda38,map_list_01,not_equivalent,train,generic_mutation,35,34,69
019d4213-01d4-4835-bbb9-6e837009c4a9,has_key_01,not_equivalent,test,generic_mutation,22,15,37
e9c9943e-5da0-454e-ba62-024b8ef6b16f,next_method_01,not_equivalent,train,generic_mutation,26,23,49
aab3315e-7cfe-46b4-a3c9-62ff802b4169,raise_syntax_01,not_equivalent,train,generic_mutation,40,39,79
48558a58-b13b-4fee-97e7-7807d7fc0352,raise_syntax_01,not_equivalent,train,generic_mutation,40,40,80
20205363-61d5-4ff2-8879-b99a4ed26e4c,sorted_cmp_01,not_equivalent,test,generic_mutation,30,28,58
8c5e0eb9-8e47-47b3-9da9-ca8e942a7b98,basestring_01,not_equivalent,train,generic_mutation,23,15,38
32023847-b7b2-4e1b-a957-6be8ad8aefb0,long_int_01,not_equivalent,train,generic_mutation,18,15,33
198b339f-1d41-4614-9c1f-cb40dada0644,urllib_import_01,not_equivalent,train,generic_mutation,31,21,52
6165a727-f7df-4743-b513-dda30b171b81,stringio_01,not_equivalent,train,generic_mutation,44,38,82
771c97fa-9b94-476a-8eb9-63efb3ca459d,dict_values_list_01,not_equivalent,train,generic_mutation,30,32,62
b6edc266-d0d8-4542-963b-f4c7b6d3e296,dict_values_list_01,not_equivalent,train,generic_mutation,30,28,58
03041937-4514-435b-b50c-8fcdbfcc4a60,input_raw_input_01,not_equivalent,train,generic_mutation,27,25,52
21b1bc26-cc50-40d5-94b6-b59c92ca2520,zip_list_01,not_equivalent,val,generic_mutation,33,31,64
d229be25-86c1-4952-b08e-6d1e23294c1c,mined__github_py23_bddda6e80555ed31,not_equivalent,val,generic_mutation,176,31,207
8ec1dca2-7a98-431d-8e90-30555dd44138,mined__github_py23_551448e16a407582,not_equivalent,test,generic_mutation,295,119,414
1cc4173a-aafb-43df-abc5-423f571bb9b3,mined__github_py23_d4d05ae1b21ac988,not_equivalent,train,generic_mutation,2128,1753,3881
e43123bc-80e5-4d28-8d8e-98794c6943cd,mined__github_py23_d4d05ae1b21ac988,not_equivalent,train,generic_mutation,2128,1753,3881
8ad16ac0-c34d-4d97-bd10-386b5e1f0a1c,mined__github_py23_d4d05ae1b21ac988,not_equivalent,train,generic_mutation,2128,1753,3881
51c01a3c-14d4-4676-994c-0b467934c966,mined__github_py23_d4d05ae1b21ac988,not_equivalent,train,generic_mutation,2128,1754,3882
ab862b91-e3e1-4dba-8766-035b67b5958a,mined__github_py23_c3428b16c724dd1c,not_equivalent,train,generic_mutation,282,84,366
d963a2b1-00f7-48e4-8e01-5135788e9223,mined__github_py23_c3428b16c724dd1c,not_equivalent,train,generic_mutation,282,85,367
fa2957c4-beed-414a-a757-5fa22264b6b2,mined__github_py23_1452c0c2b3143cc4,not_equivalent,val,generic_mutation,1577,946,2523
13ada878-83d7-4b72-8406-28ebbc0a90b6,mined__github_py23_1452c0c2b3143cc4,not_equivalent,val,generic_mutation,1577,946,2523
a53a4b2f-7818-439e-a841-5f438f99d08b,mined__github_py23_1452c0c2b3143cc4,not_equivalent,val,generic_mutation,1577,946,2523
14889a70-ef42-46a5-b38c-62ddc318c538,mined__github_py23_1452c0c2b3143cc4,not_equivalent,val,generic_mutation,1577,946,2523
5acbcd0e-4035-45ec-b4f3-6740278c518b,mined__github_py23_1452c0c2b3143cc4,not_equivalent,val,generic_mutation,1577,947,2524
924c729b-5323-4aec-b8d0-098b5e1dae69,mined__github_py23_fea5b2c6db74a4d9,not_equivalent,train,generic_mutation,971,709,1680
e78c3692-5be0-45d3-bd89-6974f533e519,mined__github_py23_81ef2a9482e67f5c,not_equivalent,train,generic_mutation,191,83,274
140af6f1-7bd0-4b0c-93a3-a119e7b9dc6e,mined__github_py23_b6a43db1280201af,not_equivalent,test,generic_mutation,127,86,213
f9ce6ed0-3bb3-45a3-a3ab-08f615e9fa65,mined__github_py23_ebe53a2f9254a655,not_equivalent,test,generic_mutation,190,139,329
12fdc852-4078-4559-96e2-08476beefcf4,mined__github_py23_381d8546b5877771,not_equivalent,train,generic_mutation,515,310,825
0425b097-0486-44d6-b572-24842a767c07,mined__github_py23_381d8546b5877771,not_equivalent,train,generic_mutation,515,307,822
1b44334a-a478-4702-9986-3bd3968426f7,mined__github_py23_381d8546b5877771,not_equivalent,train,generic_mutation,515,312,827
a0d8cc2a-d2a6-4537-afbb-cbb54d06a1f5,mined__github_py23_714742d93306762f,not_equivalent,train,generic_mutation,269,188,457
fbcf93d0-d9a9-4ade-a483-0ec24557a1b2,mined__github_py23_e2de11afe6fc6774,not_equivalent,test,generic_mutation,323,199,522
1b26c003-39d8-44e3-9521-851bc0c29e0c,mined__github_py23_e2de11afe6fc6774,not_equivalent,test,generic_mutation,323,200,523
a0203b2c-466e-4590-a107-346be49d2ed8,mined__github_py23_e14435df73685e85,not_equivalent,val,generic_mutation,1154,653,1807
8d598061-b346-440f-92c7-aa7738f11978,mined__github_py23_e14435df73685e85,not_equivalent,val,generic_mutation,1154,653,1807
87922b85-45c6-4473-8974-54f30b249698,mined__github_py23_e14435df73685e85,not_equivalent,val,generic_mutation,1154,654,1808
3aa876c4-8267-4d22-9def-5ad13c4dd038,mined__github_py23_9649e292d93a9563,not_equivalent,train,generic_mutation,532,125,657
19d7bbe5-c390-4ae0-a38f-e7344322c5a0,mined__github_py23_9649e292d93a9563,not_equivalent,train,generic_mutation,532,126,658
708b6e38-1984-4086-9d00-b49b23f3c603,mined__github_py23_b806ddecbfed5cc5,not_equivalent,test,generic_mutation,901,507,1408
8d2b4c5b-d4fa-4686-9118-12270f089165,mined__github_py23_b806ddecbfed5cc5,not_equivalent,test,generic_mutation,901,510,1411
97bfd853-c469-4916-87f8-6cb2b6ece6cd,mined__github_py23_fa5d4b926242ef70,not_equivalent,train,generic_mutation,240,33,273
ee40b9d5-8624-40ae-9dd4-a6bae10037fc,mined__github_py23_6e2afd95e8e25159,not_equivalent,val,generic_mutation,108,52,160
4c83e0df-a0d1-4cf9-8757-effb9861b7a3,mined__github_py23_6e2afd95e8e25159,not_equivalent,val,generic_mutation,108,52,160
088d9792-25d9-4372-83fe-f27f1a454a5f,mined__github_py23_6e2afd95e8e25159,not_equivalent,val,generic_mutation,108,52,160
daa03c86-8961-4459-b2f0-c7bd804a1db9,mined__github_py23_6e2afd95e8e25159,not_equivalent,val,generic_mutation,108,21,129
09d7b287-a4ff-4772-9b24-1ad22fccceb7,mined__github_py23_4021af02a4950c5a,not_equivalent,train,generic_mutation,810,519,1329
dee79b67-bc88-420b-831c-2a5852ab85ff,mined__github_py23_4021af02a4950c5a,not_equivalent,train,generic_mutation,810,519,1329
15e62dcb-d329-4f7c-8f2d-a4cd8a1bb9a7,mined__github_py23_4021af02a4950c5a,not_equivalent,train,generic_mutation,810,519,1329
67ab813f-78c7-4c70-82db-ce697d1efa5f,mined__github_py23_4021af02a4950c5a,not_equivalent,train,generic_mutation,810,497,1307
81101172-f836-4aa2-9455-f364fecc0411,mined__github_py23_4021af02a4950c5a,not_equivalent,train,generic_mutation,810,520,1330
ce29e965-b0cb-4670-9e73-f104772823cf,mined__github_py23_349ec75f114f9b21,not_equivalent,test,generic_mutation,112,14,126
ff2e7691-2b52-4753-8c07-d5434c82d776,mined__github_py23_b72c696ade80b9e3,not_equivalent,train,generic_mutation,110,14,124
b56f3f20-0c30-400c-831e-8e7a746f3ad8,mined__github_py23_a1e792ae92ea810b,not_equivalent,test,generic_mutation,88,15,103
2e2d9385-8677-4973-993d-6d3de04a5bf8,mined__github_py23_7d1422f0fb598877,not_equivalent,train,generic_mutation,579,249,828
fba948e1-08e5-417d-8156-1dd09d65f660,mined__github_py23_7d1422f0fb598877,not_equivalent,train,generic_mutation,579,249,828
5442e3bc-7ba6-4ff7-8b92-11f556c2578c,mined__github_py23_7d1422f0fb598877,not_equivalent,train,generic_mutation,579,250,829
50ce5617-68ab-41bd-b4ea-eba2b401dee7,mined__github_py23_2c1cee2a171d0094,not_equivalent,val,generic_mutation,494,319,813
71bfb9b1-a529-4358-a19b-7b2b49c7e67e,mined__github_py23_2c1cee2a171d0094,not_equivalent,val,generic_mutation,494,300,794
704d7742-f549-4f12-a68d-581d2d675d23,mined__github_py23_2c1cee2a171d0094,not_equivalent,val,generic_mutation,494,322,816
cbf6649e-6328-4b93-b620-b7ee391f4d47,mined__github_py23_7ecaab3a53cd0c27,not_equivalent,train,generic_mutation,1224,996,2220
adb263d3-a8c3-4916-9c1a-a4dbb7847e0c,mined__github_py23_7ecaab3a53cd0c27,not_equivalent,train,generic_mutation,1224,996,2220
4ad2d21d-543d-4806-b003-1ff5030e483c,mined__github_py23_7ecaab3a53cd0c27,not_equivalent,train,generic_mutation,1224,997,2221
707d6f59-34eb-4b98-b4ed-d1d928995314,mined__github_py23_a7028b7606e9a577,not_equivalent,train,generic_mutation,305,208,513
