id,family_id,source,mutation_type,pattern,difficulty,verification_status,split,change_ratio,same_code,original_chars,migrated_chars,original_lines,migrated_lines,function_name,repo
e22cbf07-328d-4e06-a2b6-9132fe39d85a,mined__github_py23_a9431c752f84d305,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2773,False,748,442,17,11,,
2dff7529-fa53-437f-91c0-585400559def,mined__github_py23_e0479973c5d4259b,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.3923,False,178,82,7,5,,
c3df04c6-22c3-44d5-a0c7-3fe58c1ce934,mined__github_py23_caed54f34bae6d0f,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.2541,False,229,141,8,6,,
5e1c65cd-fc75-4da8-bd2d-12cd567c88b1,mined__github_py23_78c3141b831cd1ba,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.2505,False,335,220,10,7,,
5765053d-2234-4c31-9ded-d3d989f2e213,mined__github_py23_102af4ba8c2b4cb4,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.4306,False,1712,919,40,25,,
9d1087d6-6322-4f6b-9b81-e3ce5221764b,mined__github_py23_102af4ba8c2b4cb4,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.43,False,1712,923,40,25,,
8c327928-8a66-4985-aa7d-ef73ce2a6a43,mined__github_py23_102af4ba8c2b4cb4,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.4294,False,1712,924,40,25,,
c07a183e-7f7a-476c-a1e0-c64bceec549a,mined__github_py23_491e779b295a237d,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.1642,False,1419,1060,35,27,,
01359c49-39e4-4885-a1f3-13eb185281af,mined__github_py23_491e779b295a237d,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.1655,False,1419,1059,35,27,,
73d114f7-9afa-4b19-814a-e478434006ca,mined__github_py23_491e779b295a237d,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.2424,False,1419,1023,35,27,,
6ea444d5-efb6-4908-b15f-277b68dfcb30,mined__github_py23_491e779b295a237d,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.1663,False,1419,1064,35,27,,
73b4054f-3ffc-4a79-84ce-2311083364a8,mined__github_py23_bcb107de72eb55f6,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,test,0.0443,False,536,502,15,15,,
4c72fbca-1671-4139-be24-8aa3490373b0,mined__github_py23_bcb107de72eb55f6,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,test,0.0413,False,536,505,15,15,,
b793b215-b7ff-4113-bcfe-e1fbd619c953,mined__github_py23_f2dcd767f9d15aee,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.3579,False,1086,627,21,14,,
ab4bf8e0-ee32-4435-b895-8a79c225a45f,mined__github_py23_f2dcd767f9d15aee,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.3643,False,1086,613,21,14,,
a439058b-74a1-47f7-8dc6-6ab1549cb9b6,mined__github_py23_f2dcd767f9d15aee,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.3582,False,1086,631,21,14,,
60298e5e-1fd1-4e9c-ab66-cdabdc4a0dc6,mined__github_py23_911c259f7108f81f,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.5035,False,617,374,14,10,,
5636bef8-39f0-42ac-a6fa-ffd7b4a277bc,mined__github_py23_911c259f7108f81f,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.4047,False,617,364,14,10,,
9a18573e-6c07-47e3-a6f7-76f3eced7bf2,mined__github_py23_911c259f7108f81f,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.4131,False,617,378,14,10,,
54f271d8-6101-479b-882a-daad3af7e032,mined__github_py23_6eb95ade91e748a7,generic_mutation,generic_return_value_dropped,"mined:six.PY2,unicode(",medium,pending,train,0.5643,False,1172,623,29,13,,
64d9060b-8811-46b8-97db-7234bf7e6d67,mined__github_py23_6eb95ade91e748a7,generic_mutation,generic_condition_negated,"mined:six.PY2,unicode(",medium,pending,train,0.5678,False,1172,628,29,13,,
bc040338-00e1-45eb-aac1-2aa7bccc2cd6,mined__github_py23_dd3e3c84d54bf00e,generic_mutation,generic_comparison_flip,"mined:long(,six.PY2",medium,pending,train,0.6688,False,681,237,16,8,,
d727844d-1f31-445c-815f-303083df117d,mined__github_py23_dd3e3c84d54bf00e,generic_mutation,generic_off_by_one,"mined:long(,six.PY2",medium,pending,train,0.6685,False,681,236,16,8,,
95d2fd84-9214-42a8-b8f9-f62a623f1535,mined__github_py23_dd3e3c84d54bf00e,generic_mutation,generic_return_value_dropped,"mined:long(,six.PY2",medium,pending,train,0.6575,False,681,230,16,8,,
84a31c57-9243-403d-9929-a898ef1b1687,mined__github_py23_dd3e3c84d54bf00e,generic_mutation,generic_condition_negated,"mined:long(,six.PY2",medium,pending,train,0.6699,False,681,240,16,8,,
a6807a20-17ac-4cfc-bfe6-bee2970d9ef1,mined__github_py23_9b4833cf0e920e2c,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,train,0.3503,False,586,359,19,14,,
1d6c484d-0f43-4e2b-8cdf-29fe3918498b,mined__github_py23_9b4833cf0e920e2c,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.5259,False,586,359,19,14,,
c75972a6-ac88-475e-85ec-f9b7a7cbd8c2,mined__github_py23_9b4833cf0e920e2c,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.4392,False,586,352,19,14,,
69c8a4c4-c577-46f9-ba0b-00323246f0af,mined__github_py23_9b4833cf0e920e2c,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.2455,False,586,363,19,14,,
fc0c19a9-df92-40fb-ab63-639eb1ffdb71,mined__github_py23_244953afef81edd2,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.1939,False,1278,903,33,20,,
64a726ad-7c21-449b-828b-73349554cb51,mined__github_py23_244953afef81edd2,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.1925,False,1278,904,33,20,,
d663009b-ba77-4aaa-b350-adba7d4bb868,mined__github_py23_244953afef81edd2,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.2667,False,1278,762,33,20,,
9a46a065-1270-4f4a-acac-d4e190fe14e1,mined__github_py23_244953afef81edd2,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.193,False,1278,908,33,20,,
c0dbc767-ac15-4ade-ae12-b4dd981c1a2f,mined__github_py23_c2064f79b90e9ca6,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.0893,False,2182,1874,55,46,,
e7bff51e-93f9-4398-a77e-8a227515bc2c,mined__github_py23_c2064f79b90e9ca6,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.0897,False,2182,1874,55,46,,
8db1055c-306d-4625-b0f2-824ad81aa2fd,mined__github_py23_c2064f79b90e9ca6,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.089,False,2182,1873,55,46,,
cf0b8872-5801-423e-ab00-247ebefb4628,mined__github_py23_c2064f79b90e9ca6,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.0892,False,2182,1876,55,46,,
2bc7c11a-7cce-4b5b-b323-4f78490b188e,mined__github_py23_c2064f79b90e9ca6,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.0894,False,2182,1877,55,46,,
86fd84d6-1e92-4a9f-b880-c13e67226c4e,mined__github_py23_d5faa4b7a392ad17,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.1525,False,783,640,24,9,,
1bcdbc99-9424-4061-8763-2a198922c0a1,mined__github_py23_d5faa4b7a392ad17,generic_mutation,generic_boolop_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.1392,False,783,639,24,9,,
7eb47561-b3a7-4293-b876-1b0ad2095dee,mined__github_py23_d5faa4b7a392ad17,generic_mutation,generic_off_by_one,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.1376,False,783,641,24,9,,
692109f4-0d53-4ed9-af73-10b4c7018607,mined__github_py23_d5faa4b7a392ad17,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.1613,False,783,612,24,9,,
4b402aa9-a62c-4b28-82d8-b5c5afe22819,mined__github_py23_72cb472888f5e754,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,test,0.2676,False,314,183,10,3,,
55ff4e09-afb6-4926-b494-3076c8041d73,mined__github_py23_72cb472888f5e754,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,test,0.6289,False,314,74,10,3,,
d252ac24-50d7-493f-bfd6-bf91634536c8,mined__github_py23_6a40a8596538dad6,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.3463,False,1517,750,36,21,,
1673b7a3-1400-4a4d-bbb7-37c360e675b0,mined__github_py23_6a40a8596538dad6,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.3419,False,1517,750,36,21,,
e0183234-4e16-44f9-b2d5-21a4e5a56ee9,mined__github_py23_6a40a8596538dad6,generic_mutation,generic_condition_negated,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.3395,False,1517,754,36,21,,
718cb6fb-4e5b-4578-ab7a-80444d81c4b4,mined__github_py23_eaa65bd15dcfd57c,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,val,0.6954,False,704,130,19,2,,
74b0222c-2b7b-49f0-96e6-64c902cdbe7b,mined__github_py23_eaa65bd15dcfd57c,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,val,0.8773,False,704,46,19,2,,
75667940-e7fc-43b0-84aa-9ab80d15e797,mined__github_py23_f1568ad4811c39a1,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.1866,False,314,222,11,5,,
095c86ee-7800-40cd-9a80-1142132c0c4e,mined__github_py23_f1568ad4811c39a1,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,train,0.3987,False,314,135,11,5,,
38c7e6d6-ce94-47a1-ab0e-789b4970abed,mined__github_py23_cafd1aff72a05708,generic_mutation,generic_comparison_flip,"mined:inspect.getargspec(,six.PY2",medium,pending,val,0.178,False,224,158,6,3,,
4f51cab0-108b-481c-9553-f61f47898f69,mined__github_py23_cafd1aff72a05708,generic_mutation,generic_off_by_one,"mined:inspect.getargspec(,six.PY2",medium,pending,val,0.178,False,224,158,6,3,,
3b391f82-cc64-40f5-998c-019d582840af,mined__github_py23_cafd1aff72a05708,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY2",medium,pending,val,0.2204,False,224,148,6,3,,
3d447ba8-b566-4d16-bfdd-581f8ee45f57,mined__github_py23_7dab87f389a1d176,generic_mutation,generic_return_value_dropped,"mined:inspect.getargspec(,six.PY3",medium,pending,train,0.6054,False,233,61,6,2,,
ef607919-9ee3-442b-9c34-f76883430da2,mined__github_py23_7c3965bc7d195c23,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.5291,False,2863,1817,66,34,,
bf04ebab-c490-498b-a9e1-e5687ae3e84c,mined__github_py23_7c3965bc7d195c23,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.5287,False,2863,1818,66,34,,
1c8bc9d4-1a76-4f01-a3e4-8f42e84dfc70,mined__github_py23_7c3965bc7d195c23,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.5271,False,2863,1802,66,34,,
0a04833b-f62c-4a30-a333-f00b10c7546d,mined__github_py23_7c3965bc7d195c23,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.53,False,2863,1822,66,34,,
d653647b-c517-44de-8509-4a5fac452044,mined__github_py23_2c5486ee4035d5d2,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,val,0.0641,False,330,294,7,7,,
730d09e3-d1de-41b0-b7de-e1d52c0137d7,mined__github_py23_97f7a8d50788491a,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.0317,False,511,499,10,10,,
58283632-8193-4b2d-aeb2-5f8c14c3a9ff,mined__github_py23_97f7a8d50788491a,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.0842,False,511,439,10,10,,
15aa22e1-7adc-462f-b4c5-3bc2450a0c74,mined__github_py23_01238bf196ee31bf,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.154,False,1586,1225,40,38,,
4dc40307-0e49-4056-a8f3-3181ca3e6544,mined__github_py23_01238bf196ee31bf,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.1254,False,1586,1245,40,38,,
258653b8-2970-4a57-ad4c-2ef11a97681b,mined__github_py23_287a1b27c93102e6,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2125,False,727,581,15,11,,
38766781-3e49-46e9-baff-c81f589815bc,mined__github_py23_c4cf949c86d2080d,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,test,0.1505,False,468,356,11,10,,
86a536b7-8acc-4d87-a80e-20e4faeb9f52,mined__github_py23_5a30715aa19ba319,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,train,0.6189,False,1120,549,18,9,,
eafe68a1-9621-4266-972e-deccffdff81e,mined__github_py23_5a30715aa19ba319,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.6187,False,1120,548,18,9,,
02511582-fdc9-4729-8792-f5608bc5d2c4,mined__github_py23_5a30715aa19ba319,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.6196,False,1120,552,18,9,,
3c40c72b-3d2a-4abb-a3a4-2ee2f4be16d1,mined__github_py23_0cbc207f60aec73b,generic_mutation,generic_off_by_one,mined:long(,medium,pending,train,0.3686,False,557,387,16,9,,
d4e0bc2f-9b5a-4ad6-9c78-a0412c242abf,mined__github_py23_ade176617474341f,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,test,0.4618,False,1733,1225,42,14,,
ca3f0aa2-dc49-45ae-835f-1db1b03993c8,mined__github_py23_2a773c9972ca5627,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.1959,False,933,644,29,12,,
8580aad4-359c-415a-8c89-b7b4d03be4e9,mined__github_py23_ff2b808efa551f4b,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.5066,False,1907,1036,35,20,,
27999951-6991-4382-b2f9-21003a7746e2,mined__github_py23_fe2cd02a3b6544a8,generic_mutation,generic_off_by_one,mined:unknown,medium,pending,train,0.0756,False,374,340,7,7,,
289c7ac4-a498-4592-8012-a12f416cbafb,mined__github_py23_a27504262e5799fc,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.3744,False,998,546,19,10,,
b608cfe8-b8ef-4e43-8b22-1652508c2a4f,mined__github_py23_d593795caf48ad7a,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.4118,False,248,109,6,6,,
66fb3005-d3d3-4690-843f-26e26b646a03,mined__github_py23_7282e632f57d8b63,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2441,False,315,193,7,6,,
c36e1ba5-2ca6-45cb-b256-51e1fc4c3fba,mined__github_py23_b8e2265d53ef2eb9,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.1877,False,473,337,11,6,,
9c3236ea-f572-4a75-b87e-4c005be86640,mined__github_py23_10e9037b1ce4aee5,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.3884,False,695,515,19,12,,
b6081eac-1dad-4277-b738-2ec8b934dd98,mined__github_py23_10e9037b1ce4aee5,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.3997,False,695,501,19,12,,
228b652d-faee-4e42-95d6-5e2e1162cac3,mined__github_py23_c09bf49784ce49bf,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.2307,False,2343,1679,44,22,,
45750601-fe15-4c98-bcb8-08b99a91fea0,mined__github_py23_c09bf49784ce49bf,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.2151,False,2343,1683,44,22,,
4afca795-ebc5-4aac-8cdb-cf8cb91c27e2,mined__github_py23_0dc44ec435d7d917,generic_mutation,generic_return_value_dropped,"mined:six.PY3,unicode(",medium,pending,train,0.6556,False,573,298,15,12,,
0c34d679-984c-46b4-8be0-2b70a2805adf,mined__github_py23_99485696ad94d4b4,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.5798,False,938,428,27,18,,
1d6fb324-f1ce-439c-a144-def3eeddfde6,mined__github_py23_99485696ad94d4b4,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.6456,False,938,422,27,18,,
055fd4c0-e3f8-4078-8ef6-3d5b173cd5e8,mined__github_py23_372594aea326384b,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.5903,False,703,405,19,12,,
c2e65d78-7776-4be7-83cc-ec22d9b78c77,mined__github_py23_9c09139f1fd4cca9,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.6223,False,521,321,14,11,,
c8d7f83c-9991-4cf2-a8ca-7063aaec8ac9,mined__github_py23_220f0ba07a258afb,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.8344,False,1149,409,32,17,,
b9f30947-40b8-44fb-bdf3-c711e6d7de88,mined__github_py23_086eb07e6da34e7d,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,val,0.7968,False,1123,737,28,17,,
6913afd1-ebdc-4ecb-83ad-1e0e3ef9c6a4,mined__github_py23_47d71129dbec881a,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,test,0.5329,False,625,240,19,7,,
cdb88d44-b155-4982-8461-ce21dcdd9618,mined__github_py23_f00c1f518be02cda,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.3615,False,990,551,17,10,,
f17f179e-5b18-434d-9fea-f0df9e4ab3ac,mined__github_py23_f00c1f518be02cda,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.3472,False,990,551,17,10,,
7dfe700c-67d6-47bc-957a-7bb470272f8c,mined__github_py23_f00c1f518be02cda,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.3476,False,990,555,17,10,,
80e7d279-0c94-42af-b9f8-25442231a49b,mined__github_py23_1d83d807e7df383b,generic_mutation,generic_condition_negated,mined:.iteritems(,medium,pending,train,0.5548,False,332,297,9,9,,
191439f5-d433-4eba-9400-d01e31916769,mined__github_py23_461f5ee536ce06bb,generic_mutation,generic_condition_negated,mined:.iteritems(,medium,pending,val,0.1363,False,344,309,9,9,,
a3dea3ac-95bb-4c47-a4d0-4485afdea991,mined__github_py23_1065b07697a7d39a,generic_mutation,generic_comparison_flip,mined:inspect.getargspec(,medium,pending,train,0.0275,False,953,935,25,24,,
8fe35248-0cea-4280-944a-dc30af8e014f,mined__github_py23_1065b07697a7d39a,generic_mutation,generic_boolop_flip,mined:inspect.getargspec(,medium,pending,train,0.0291,False,953,934,25,24,,
151b8217-72d0-463a-8cdd-5f1750dbd7cd,mined__github_py23_1065b07697a7d39a,generic_mutation,generic_off_by_one,mined:inspect.getargspec(,medium,pending,train,0.0508,False,953,935,25,24,,
4891644b-3d99-4f28-990a-842636a8e43f,mined__github_py23_1065b07697a7d39a,generic_mutation,generic_return_value_dropped,mined:inspect.getargspec(,medium,pending,train,0.0859,False,953,839,25,24,,
138762f9-d458-41a8-8817-9c767148aa7a,mined__github_py23_1065b07697a7d39a,generic_mutation,generic_condition_negated,mined:inspect.getargspec(,medium,pending,train,0.0285,False,953,939,25,24,,
bcdbae01-e53a-4b0d-879e-e5ad65c710da,mined__github_py23_815a650b3150c1c7,generic_mutation,generic_boolop_flip,mined:inspect.getargspec(,medium,pending,train,0.0739,False,963,959,35,32,,
f041f6ec-98b1-4c92-ac59-482966117465,mined__github_py23_815a650b3150c1c7,generic_mutation,generic_return_value_dropped,mined:inspect.getargspec(,medium,pending,train,0.0455,False,963,948,35,32,,
f3b0738c-625d-4c64-ab27-efbd7cc8a329,mined__github_py23_815a650b3150c1c7,generic_mutation,generic_condition_negated,mined:inspect.getargspec(,medium,pending,train,0.0483,False,963,964,35,32,,
4fd2dabb-964f-498c-8ccf-3e245c2e8ea0,mined__github_py23_41c38604297cef5a,generic_mutation,generic_comparison_flip,mined:basestring,medium,pending,train,0.0428,False,183,191,5,5,,
6241ac2d-7c88-4957-bf61-4eae32f191e8,mined__github_py23_41c38604297cef5a,generic_mutation,generic_boolop_flip,mined:basestring,medium,pending,train,0.0509,False,183,190,5,5,,
a1ffc458-0893-4b40-a974-1c62ae253ae1,mined__github_py23_41c38604297cef5a,generic_mutation,generic_off_by_one,mined:basestring,medium,pending,train,0.0428,False,183,191,5,5,,
b665ac02-4d38-4032-a8f3-077192765e65,mined__github_py23_41c38604297cef5a,generic_mutation,generic_return_value_dropped,mined:basestring,medium,pending,train,0.1,False,183,177,5,5,,
0b6c5a56-c3d2-4b6b-b6ae-094fb3ed186c,mined__github_py23_41c38604297cef5a,generic_mutation,generic_condition_negated,mined:basestring,medium,pending,train,0.0526,False,183,197,5,5,,
54623721-45e6-4aa4-8c18-81dfa202d6d7,mined__github_py23_ba472204f605f4e3,generic_mutation,generic_return_value_dropped,mined:basestring,medium,pending,train,0.5846,False,497,461,12,12,,
889a9117-20b4-43f5-acb0-fd5e5d184eb7,mined__github_py23_ba472204f605f4e3,generic_mutation,generic_condition_negated,mined:basestring,medium,pending,train,0.612,False,497,467,12,12,,
739a2e34-7fce-4d6b-ad88-f46c0aa4e159,mined__github_py23_581053d6c68a7554,generic_mutation,generic_condition_negated,mined:basestring,medium,pending,train,0.3715,False,332,314,8,8,,
9a6b8fd1-ed0f-420d-a6b0-1d8072b14537,mined__github_py23_9d7af4f18061d58a,generic_mutation,generic_return_value_dropped,mined:basestring,medium,pending,train,0.1543,False,89,86,4,4,,
222ed3ce-f13d-4523-86b7-e986b587e83e,mined__github_py23_9d7af4f18061d58a,generic_mutation,generic_condition_negated,mined:basestring,medium,pending,train,0.0851,False,89,99,4,4,,
a596d7a5-6adc-4181-bb2e-c25801143a5c,mined__github_py23_0f2e336c64328948,generic_mutation,generic_comparison_flip,mined:xrange(,medium,pending,train,0.0251,False,1754,1758,47,48,,
63fe1258-b817-4e9e-b52f-3371c52fd8c2,mined__github_py23_0f2e336c64328948,generic_mutation,generic_boolop_flip,mined:xrange(,medium,pending,train,0.0259,False,1754,1757,47,48,,
4a6b21fe-9d40-47c4-b0ae-2d6a64184753,mined__github_py23_0f2e336c64328948,generic_mutation,generic_off_by_one,mined:xrange(,medium,pending,train,0.0251,False,1754,1758,47,48,,
16a633b3-1809-4ed1-b7b3-508faacebe97,mined__github_py23_0f2e336c64328948,generic_mutation,generic_return_value_dropped,mined:xrange(,medium,pending,train,0.0907,False,1754,1708,47,48,,
20be36d0-e9bd-4e3e-9ed6-e2926072926b,mined__github_py23_0f2e336c64328948,generic_mutation,generic_condition_negated,mined:xrange(,medium,pending,train,0.0262,False,1754,1764,47,48,,
a141eb0b-a092-4fe7-a9ff-9852e65321c2,mined__github_py23_ca2356bc051726a4,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,test,0.3188,False,361,188,11,3,,
e6f65a28-be27-4621-91d0-cc8daafb8f8d,mined__github_py23_ca2356bc051726a4,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,test,0.3164,False,361,189,11,3,,
82a74a4c-ea7d-4fa0-ac16-444516df6d10,mined__github_py23_7772a76194a39400,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,train,0.4733,False,603,445,16,10,,
208de607-70f7-4c2c-817a-cecf997a0228,mined__github_py23_7772a76194a39400,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.4713,False,603,441,16,10,,
e60d4674-924c-476e-bdf5-7a272f6b84c9,mined__github_py23_7772a76194a39400,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.4738,False,603,446,16,10,,
2a122a4e-5082-4f6d-a429-b664d2c19ff0,mined__github_py23_7772a76194a39400,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.4763,False,603,451,16,10,,
8871ddc3-c435-42de-8d72-3fe985048ccd,mined__github_py23_0599c01d84a6c605,generic_mutation,generic_off_by_one,mined:xrange(,medium,pending,train,0.1161,False,562,463,13,10,,
5a34583a-56da-4d1e-bfeb-62da9911dc41,mined__github_py23_0599c01d84a6c605,generic_mutation,generic_condition_negated,mined:xrange(,medium,pending,train,0.1467,False,562,467,13,10,,
119d7bd8-6fbd-4d75-8b7b-fc5a2fe01af7,mined__github_py23_d27e569045e7f751,generic_mutation,generic_off_by_one,mined:xrange(,medium,pending,train,0.1441,False,1229,1026,27,20,,
d6f2fb23-a513-4d70-bcb3-fb8ab8dfd4a5,mined__github_py23_a55154bf573fb8c7,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.1664,False,347,308,8,8,,
130cc905-daaa-4f50-83af-e0dc4e1caf6e,mined__github_py23_a55154bf573fb8c7,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.1641,False,347,311,8,8,,
ab4aa599-4f45-4b3d-a0c4-b85381839deb,mined__github_py23_fe6228a697eb9e84,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2785,False,1693,1287,45,35,,
a419dfd7-2faf-4b99-916f-e8205867b1b2,mined__github_py23_fe6228a697eb9e84,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.2881,False,1693,1268,45,35,,
a8dbd0a4-2c57-430a-8c77-86474dbeaac0,mined__github_py23_fe6228a697eb9e84,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2974,False,1693,1290,45,35,,
175ef7ee-9dd8-489b-976c-5c78d087850f,mined__github_py23_97e1af841f04203c,generic_mutation,generic_boolop_flip,mined:unknown,medium,pending,train,0.6845,False,1807,925,34,21,,
0234b3f9-d582-46a7-8966-fe8b0f781958,mined__github_py23_97e1af841f04203c,generic_mutation,generic_return_value_dropped,mined:unknown,medium,pending,train,0.7256,False,1807,868,34,21,,
eba9a2a2-5498-44e8-8625-1e6b5135deba,mined__github_py23_97e1af841f04203c,generic_mutation,generic_condition_negated,mined:unknown,medium,pending,train,0.7028,False,1807,932,34,21,,
79198c71-3365-4b30-8d74-cae51e2c90e4,mined__github_py23_706f5bcc68fa4d69,generic_mutation,generic_return_value_dropped,mined:unknown,medium,pending,train,0.0433,False,237,225,8,8,,
8942a8c8-f5c7-4ae6-8564-65867742a846,mined__github_py23_706f5bcc68fa4d69,generic_mutation,generic_condition_negated,mined:unknown,medium,pending,train,0.0667,False,237,243,8,8,,
eff822eb-eda6-4125-aa44-32ffeab31c04,mined__github_py23_b4a6ee02252e45e7,generic_mutation,generic_comparison_flip,mined:unknown,medium,pending,train,0.4005,False,266,131,7,5,,
81a82fb6-61d7-4102-a7b0-cbc7086ca429,mined__github_py23_b4a6ee02252e45e7,generic_mutation,generic_return_value_dropped,mined:unknown,medium,pending,train,0.4141,False,266,130,7,5,,
549fa5f3-d90f-45d2-9886-40dfa089b951,mined__github_py23_b4a6ee02252e45e7,generic_mutation,generic_condition_negated,mined:unknown,medium,pending,train,0.4015,False,266,135,7,5,,
