id,family_id,original_code,migrated_code,label,source,mutation_type,pattern,difficulty,verification_status,split,repo,function_name,source_url,_verify_note
de217837-9695-457c-8de7-1d0c4d96c5e8,mined__github_py23_225283c2d986aeb0,"def __init__(self, query_string=None, mutable=False, encoding=None):
        super(QueryDict, self).__init__()
        if not encoding:
            encoding = settings.DEFAULT_CHARSET
        self.encoding = encoding
        query_string = query_string or ''
        parse_qsl_kwargs = {
            'keep_blank_values': True,
            'fields_limit': settings.DATA_UPLOAD_MAX_NUMBER_FIELDS,
            'encoding': encoding,
        }
        if six.PY3:
            if isinstance(query_string, bytes):
                # query_string normally contains URL-encoded data, a subset of ASCII.
                try:
                    query_string = query_string.decode(encoding)
                except UnicodeDecodeError:
                    # ... but some user agents are misbehaving :-(
                    query_string = query_string.decode('iso-8859-1')
            for key, value in limited_parse_qsl(query_string, **parse_qsl_kwargs):
                self.appendlist(key, value)
        else:
            for key, value in limited_parse_qsl(query_string, **parse_qsl_kwargs):
                try:
                    value = value.decode(encoding)
                except UnicodeDecodeError:
                    value = value.decode('iso-8859-1')
                self.appendlist(force_text(key, encoding, errors='replace'),
                                value)
        self._mutable = mutable","def __init__(self, query_string=None, mutable=False, encoding=None):
        super(QueryDict, self).__init__()
        if not encoding:
            encoding = settings.DEFAULT_CHARSET
        self.encoding = encoding
        query_string = query_string or ''
        parse_qsl_kwargs = {
            'keep_blank_values': True,
            'fields_limit': settings.DATA_UPLOAD_MAX_NUMBER_FIELDS,
            'encoding': encoding,
        }
        if isinstance(query_string, bytes):
            # query_string normally contains URL-encoded data, a subset of ASCII.
            try:
                query_string = query_string.decode(encoding)
            except UnicodeDecodeError:
                # ... but some user agents are misbehaving :-(
                query_string = query_string.decode('iso-8859-1')
        for key, value in limited_parse_qsl(query_string, **parse_qsl_kwargs):
            self.appendlist(key, value)
        self._mutable = mutable",equivalent,real_mined,,mined:six.PY3,easy,strong,test,django/django,QueryDict.__init__,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/http/request.py,
034d7a81-0336-47de-804b-9da81bb94789,mined__github_py23_dcc036a716667c56,"def _convert_to_charset(self, value, charset, mime_encode=False):
        """"""Converts headers key/value to ascii/latin-1 native strings.

        `charset` must be 'ascii' or 'latin-1'. If `mime_encode` is True and
        `value` can't be represented in the given charset, MIME-encoding
        is applied.
        """"""
        if not isinstance(value, (bytes, six.text_type)):
            value = str(value)
        if ((isinstance(value, bytes) and (b'\n' in value or b'\r' in value)) or
                isinstance(value, six.text_type) and ('\n' in value or '\r' in value)):
            raise BadHeaderError(""Header values can't contain newlines (got %r)"" % value)
        try:
            if six.PY3:
                if isinstance(value, str):
                    # Ensure string is valid in given charset
                    value.encode(charset)
                else:
                    # Convert bytestring using given charset
                    value = value.decode(charset)
            else:
                if isinstance(value, str):
                    # Ensure string is valid in given charset
                    value.decode(charset)
                else:
                    # Convert unicode string to given charset
                    value = value.encode(charset)
        except UnicodeError as e:
            if mime_encode:
                # Wrapping in str() is a workaround for #12422 under Python 2.
                value = str(Header(value, 'utf-8', maxlinelen=sys.maxsize).encode())
            else:
                e.reason += ', HTTP response headers must be in %s format' % charset
                raise
        return value","def _convert_to_charset(self, value, charset, mime_encode=False):
        """"""Converts headers key/value to ascii/latin-1 native strings.

        `charset` must be 'ascii' or 'latin-1'. If `mime_encode` is True and
        `value` can't be represented in the given charset, MIME-encoding
        is applied.
        """"""
        if not isinstance(value, (bytes, six.text_type)):
            value = str(value)
        if ((isinstance(value, bytes) and (b'\n' in value or b'\r' in value)) or
                isinstance(value, six.text_type) and ('\n' in value or '\r' in value)):
            raise BadHeaderError(""Header values can't contain newlines (got %r)"" % value)
        try:
            if isinstance(value, str):
                # Ensure string is valid in given charset
                value.encode(charset)
            else:
                # Convert bytestring using given charset
                value = value.decode(charset)
        except UnicodeError as e:
            if mime_encode:
                # Wrapping in str() is a workaround for #12422 under Python 2.
                value = str(Header(value, 'utf-8', maxlinelen=sys.maxsize).encode())
            else:
                e.reason += ', HTTP response headers must be in %s format' % charset
                raise
        return value",equivalent,real_mined,,mined:six.PY3,easy,strong,val,django/django,HttpResponseBase._convert_to_charset,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/http/response.py,
556d1702-8eac-4867-ab3b-4d398bae52e6,mined__github_py23_06f8c3a348dab8c6,"def _get_path(self, parsed):
        path = force_str(parsed[2])
        # If there are parameters, add them
        if parsed[3]:
            path += str("";"") + force_str(parsed[3])
        path = uri_to_iri(path).encode(UTF_8)
        # Under Python 3, non-ASCII values in the WSGI environ are arbitrarily
        # decoded with ISO-8859-1. We replicate this behavior here.
        # Refs comment in `get_bytes_from_wsgi()`.
        return path.decode(ISO_8859_1) if six.PY3 else path","def _get_path(self, parsed):
        path = force_str(parsed[2])
        # If there are parameters, add them
        if parsed[3]:
            path += str("";"") + force_str(parsed[3])
        path = uri_to_iri(path).encode(UTF_8)
        # Replace the behavior where non-ASCII values in the WSGI environ are
        # arbitrarily decoded with ISO-8859-1.
        # Refs comment in `get_bytes_from_wsgi()`.
        return path.decode(ISO_8859_1)",equivalent,real_mined,,mined:six.PY3,easy,strong,train,django/django,RequestFactory._get_path,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/test/client.py,
d2c4a92c-0317-4b93-a959-ec303af46db3,mined__github_py23_4820937316ce1966,"def generic(self, method, path, data='',
                content_type='application/octet-stream', secure=False,
                **extra):
        """"""Constructs an arbitrary HTTP request.""""""
        parsed = urlparse(force_str(path))
        data = force_bytes(data, settings.DEFAULT_CHARSET)
        r = {
            'PATH_INFO': self._get_path(parsed),
            'REQUEST_METHOD': str(method),
            'SERVER_PORT': str('443') if secure else str('80'),
            'wsgi.url_scheme': str('https') if secure else str('http'),
        }
        if data:
            r.update({
                'CONTENT_LENGTH': len(data),
                'CONTENT_TYPE': str(content_type),
                'wsgi.input': FakePayload(data),
            })
        r.update(extra)
        # If QUERY_STRING is absent or empty, we want to extract it from the URL.
        if not r.get('QUERY_STRING'):
            query_string = force_bytes(parsed[4])
            # WSGI requires latin-1 encoded strings. See get_path_info().
            if six.PY3:
                query_string = query_string.decode('iso-8859-1')
            r['QUERY_STRING'] = query_string
        return self.request(**r)","def generic(self, method, path, data='',
                content_type='application/octet-stream', secure=False,
                **extra):
        """"""Constructs an arbitrary HTTP request.""""""
        parsed = urlparse(force_str(path))
        data = force_bytes(data, settings.DEFAULT_CHARSET)
        r = {
            'PATH_INFO': self._get_path(parsed),
            'REQUEST_METHOD': str(method),
            'SERVER_PORT': str('443') if secure else str('80'),
            'wsgi.url_scheme': str('https') if secure else str('http'),
        }
        if data:
            r.update({
                'CONTENT_LENGTH': len(data),
                'CONTENT_TYPE': str(content_type),
                'wsgi.input': FakePayload(data),
            })
        r.update(extra)
        # If QUERY_STRING is absent or empty, we want to extract it from the URL.
        if not r.get('QUERY_STRING'):
            # WSGI requires latin-1 encoded strings. See get_path_info().
            query_string = force_bytes(parsed[4]).decode('iso-8859-1')
            r['QUERY_STRING'] = query_string
        return self.request(**r)",equivalent,real_mined,,mined:six.PY3,easy,strong,train,django/django,RequestFactory.generic,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/test/client.py,
b8045a71-6688-4200-9819-7148ac002dcc,mined__github_py23_e21772c455cae9e9,"def complex_setting_changed(**kwargs):
    if kwargs['enter'] and kwargs['setting'] in COMPLEX_OVERRIDE_SETTINGS:
        # Considering the current implementation of the signals framework,
        # this stacklevel shows the line containing the override_settings call.
        warnings.warn(""Overriding setting %s can lead to unexpected behavior.""
                      % kwargs['setting'], stacklevel=5 if six.PY2 else 6)","def complex_setting_changed(**kwargs):
    if kwargs['enter'] and kwargs['setting'] in COMPLEX_OVERRIDE_SETTINGS:
        # Considering the current implementation of the signals framework,
        # this stacklevel shows the line containing the override_settings call.
        warnings.warn(""Overriding setting %s can lead to unexpected behavior.""
                      % kwargs['setting'], stacklevel=6)",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,complex_setting_changed,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/test/signals.py,
411bbc73-60c2-4639-996d-da69c4461b68,mined__github_py23_140f724cfe638c1c,"def str_prefix(s):
    return s % {'_': '' if six.PY3 else 'u'}","def str_prefix(s):
    return s % {'_': ''}",equivalent,real_mined,,mined:six.PY3,easy,strong,val,django/django,str_prefix,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/test/utils.py,
a5efc31a-e7eb-4881-a489-7003b14e6b01,mined__github_py23_a9431c752f84d305,"def lookup_str(self):
        """"""
        A string that identifies the view (e.g. 'path.to.view_function' or
        'path.to.ClassBasedView').
        """"""
        callback = self.callback
        # Python 3.5 collapses nested partials, so can change ""while"" to ""if""
        # when it's the minimum supported version.
        while isinstance(callback, functools.partial):
            callback = callback.func
        if not hasattr(callback, '__name__'):
            return callback.__module__ + ""."" + callback.__class__.__name__
        elif six.PY3:
            return callback.__module__ + ""."" + callback.__qualname__
        else:
            # PY2 does not support __qualname__
            return callback.__module__ + ""."" + callback.__name__","def lookup_str(self):
        """"""
        A string that identifies the view (e.g. 'path.to.view_function' or
        'path.to.ClassBasedView').
        """"""
        callback = self.callback
        # Python 3.5 collapses nested partials, so can change ""while"" to ""if""
        # when it's the minimum supported version.
        while isinstance(callback, functools.partial):
            callback = callback.func
        if not hasattr(callback, '__name__'):
            return callback.__module__ + ""."" + callback.__class__.__name__
        return callback.__module__ + ""."" + callback.__qualname__",equivalent,real_mined,,mined:six.PY3,easy,strong,train,django/django,RegexURLPattern.lookup_str,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/urls/resolvers.py,
c86b8167-a6f1-4ac9-b86a-3a889ad585d7,mined__github_py23_e0479973c5d4259b,"def upath(path):
    """"""
    Always return a unicode path.
    """"""
    if six.PY2 and not isinstance(path, six.text_type):
        return path.decode(fs_encoding)
    return path","def upath(path):
    """"""
    Always return a unicode path.
    """"""
    return path",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,upath,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/_os.py,
2e31f60b-dafe-4dfc-a5cf-46b640b3d8fe,mined__github_py23_caed54f34bae6d0f,"def npath(path):
    """"""
    Always return a native path, that is unicode on Python 3 and bytestring on
    Python 2.
    """"""
    if six.PY2 and not isinstance(path, bytes):
        return path.encode(fs_encoding)
    return path","def npath(path):
    """"""
    Always return a native path, that is unicode on Python 3 and bytestring on
    Python 2.
    """"""
    return path",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,npath,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/_os.py,
1812f341-0bbd-4553-baec-039c21b82934,mined__github_py23_78c3141b831cd1ba,"def available_attrs(fn):
    """"""
    Return the list of functools-wrappable attributes on a callable.
    This is required as a workaround for http://bugs.python.org/issue3445
    under Python 2.
    """"""
    if six.PY3:
        return WRAPPER_ASSIGNMENTS
    else:
        return tuple(a for a in WRAPPER_ASSIGNMENTS if hasattr(fn, a))","def available_attrs(fn):
    """"""
    Return the list of functools-wrappable attributes on a callable.
    This was required as a workaround for http://bugs.python.org/issue3445
    under Python 2.
    """"""
    return WRAPPER_ASSIGNMENTS",equivalent,real_mined,,mined:six.PY3,easy,strong,val,django/django,available_attrs,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/decorators.py,
8e7c8cda-6af9-4792-abd7-904d2001268f,mined__github_py23_102af4ba8c2b4cb4,"def force_text(s, encoding='utf-8', strings_only=False, errors='strict'):
    """"""
    Similar to smart_text, except that lazy instances are resolved to
    strings, rather than kept as lazy objects.

    If strings_only is True, don't convert (some) non-string-like objects.
    """"""
    # Handle the common case first for performance reasons.
    if issubclass(type(s), six.text_type):
        return s
    if strings_only and is_protected_type(s):
        return s
    try:
        if not issubclass(type(s), six.string_types):
            if six.PY3:
                if isinstance(s, bytes):
                    s = six.text_type(s, encoding, errors)
                else:
                    s = six.text_type(s)
            elif hasattr(s, '__unicode__'):
                s = six.text_type(s)
            else:
                s = six.text_type(bytes(s), encoding, errors)
        else:
            # Note: We use .decode() here, instead of six.text_type(s, encoding,
            # errors), so that if s is a SafeBytes, it ends up being a
            # SafeText at the end.
            s = s.decode(encoding, errors)
    except UnicodeDecodeError as e:
        if not isinstance(s, Exception):
            raise DjangoUnicodeDecodeError(s, *e.args)
        else:
            # If we get to here, the caller has passed in an Exception
            # subclass populated with non-ASCII bytestring data without a
            # working unicode method. Try to handle this without raising a
            # further exception by individually forcing the exception args
            # to unicode.
            s = ' '.join(force_text(arg, encoding, strings_only, errors)
                         for arg in s)
    return s","def force_text(s, encoding='utf-8', strings_only=False, errors='strict'):
    """"""
    Similar to smart_text, except that lazy instances are resolved to
    strings, rather than kept as lazy objects.

    If strings_only is True, don't convert (some) non-string-like objects.
    """"""
    # Handle the common case first for performance reasons.
    if issubclass(type(s), six.text_type):
        return s
    if strings_only and is_protected_type(s):
        return s
    try:
        if not issubclass(type(s), six.string_types):
            if isinstance(s, bytes):
                s = six.text_type(s, encoding, errors)
            else:
                s = six.text_type(s)
        else:
            # Note: We use .decode() here, instead of six.text_type(s, encoding,
            # errors), so that if s is a SafeBytes, it ends up being a
            # SafeText at the end.
            s = s.decode(encoding, errors)
    except UnicodeDecodeError as e:
        if not isinstance(s, Exception):
            raise DjangoUnicodeDecodeError(s, *e.args)
        else:
            # If we get to here, the caller has passed in an Exception
            # subclass populated with non-ASCII bytestring data without a
            # working unicode method. Try to handle this without raising a
            # further exception by individually forcing the exception args
            # to unicode.
            s = ' '.join(force_text(arg, encoding, strings_only, errors)
                         for arg in s)
    return s",equivalent,real_mined,,mined:six.PY3,easy,strong,train,django/django,force_text,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/encoding.py,
24e17a81-836a-49ef-b900-0552a36eb469,mined__github_py23_491e779b295a237d,"def force_bytes(s, encoding='utf-8', strings_only=False, errors='strict'):
    """"""
    Similar to smart_bytes, except that lazy instances are resolved to
    strings, rather than kept as lazy objects.

    If strings_only is True, don't convert (some) non-string-like objects.
    """"""
    # Handle the common case first for performance reasons.
    if isinstance(s, bytes):
        if encoding == 'utf-8':
            return s
        else:
            return s.decode('utf-8', errors).encode(encoding, errors)
    if strings_only and is_protected_type(s):
        return s
    if isinstance(s, six.memoryview):
        return bytes(s)
    if isinstance(s, Promise):
        return six.text_type(s).encode(encoding, errors)
    if not isinstance(s, six.string_types):
        try:
            if six.PY3:
                return six.text_type(s).encode(encoding)
            else:
                return bytes(s)
        except UnicodeEncodeError:
            if isinstance(s, Exception):
                # An Exception subclass containing non-ASCII data that doesn't
                # know how to print itself properly. We shouldn't raise a
                # further exception.
                return b' '.join(force_bytes(arg, encoding, strings_only, errors)
                                 for arg in s)
            return six.text_type(s).encode(encoding, errors)
    else:
        return s.encode(encoding, errors)","def force_bytes(s, encoding='utf-8', strings_only=False, errors='strict'):
    """"""
    Similar to smart_bytes, except that lazy instances are resolved to
    strings, rather than kept as lazy objects.

    If strings_only is True, don't convert (some) non-string-like objects.
    """"""
    # Handle the common case first for performance reasons.
    if isinstance(s, bytes):
        if encoding == 'utf-8':
            return s
        else:
            return s.decode('utf-8', errors).encode(encoding, errors)
    if strings_only and is_protected_type(s):
        return s
    if isinstance(s, six.memoryview):
        return bytes(s)
    if isinstance(s, Promise):
        return six.text_type(s).encode(encoding, errors)
    if not isinstance(s, six.string_types):
        try:
            return six.text_type(s).encode(encoding)
        except UnicodeEncodeError:
            if isinstance(s, Exception):
                # An Exception subclass containing non-ASCII data that doesn't
                # know how to print itself properly. We shouldn't raise a
                # further exception.
                return b' '.join(force_bytes(arg, encoding, strings_only, errors)
                                 for arg in s)
            return six.text_type(s).encode(encoding, errors)
    else:
        return s.encode(encoding, errors)",equivalent,real_mined,,mined:six.PY3,easy,strong,train,django/django,force_bytes,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/encoding.py,
be9e9d9c-4faa-40c1-a6a4-d6ac097433d1,mined__github_py23_bcb107de72eb55f6,"def uri_to_iri(uri):
    """"""
    Converts a Uniform Resource Identifier(URI) into an Internationalized
    Resource Identifier(IRI).

    This is the algorithm from section 3.2 of RFC 3987.

    Takes an URI in ASCII bytes (e.g. '/I%20%E2%99%A5%20Django/') and returns
    unicode containing the encoded result (e.g. '/I \xe2\x99\xa5 Django/').
    """"""
    if uri is None:
        return uri
    uri = force_bytes(uri)
    iri = unquote_to_bytes(uri) if six.PY3 else unquote(uri)
    return repercent_broken_unicode(iri).decode('utf-8')","def uri_to_iri(uri):
    """"""
    Converts a Uniform Resource Identifier(URI) into an Internationalized
    Resource Identifier(IRI).

    This is the algorithm from section 3.2 of RFC 3987.

    Takes an URI in ASCII bytes (e.g. '/I%20%E2%99%A5%20Django/') and returns
    unicode containing the encoded result (e.g. '/I \xe2\x99\xa5 Django/').
    """"""
    if uri is None:
        return uri
    uri = force_bytes(uri)
    iri = unquote_to_bytes(uri)
    return repercent_broken_unicode(iri).decode('utf-8')",equivalent,real_mined,,mined:six.PY3,easy,strong,test,django/django,uri_to_iri,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/encoding.py,
f570be92-6956-43df-b3dc-047bf9fac327,mined__github_py23_f2dcd767f9d15aee,"def rfc2822_date(date):
    # We can't use strftime() because it produces locale-dependent results, so
    # we have to map english month and day names manually
    months = ('Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov', 'Dec',)
    days = ('Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat', 'Sun')
    # Support datetime objects older than 1900
    date = datetime_safe.new_datetime(date)
    # We do this ourselves to be timezone aware, email.Utils is not tz aware.
    dow = days[date.weekday()]
    month = months[date.month - 1]
    time_str = date.strftime('%s, %%d %s %%Y %%H:%%M:%%S ' % (dow, month))
    if six.PY2:             # strftime returns a byte string in Python 2
        time_str = time_str.decode('utf-8')
    offset = date.utcoffset()
    # Historically, this function assumes that naive datetimes are in UTC.
    if offset is None:
        return time_str + '-0000'
    else:
        timezone = (offset.days * 24 * 60) + (offset.seconds // 60)
        hour, minute = divmod(timezone, 60)
        return time_str + '%+03d%02d' % (hour, minute)","def rfc2822_date(date):
    # We can't use strftime() because it produces locale-dependent results, so
    # we have to map english month and day names manually
    months = ('Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov', 'Dec',)
    days = ('Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat', 'Sun')
    # Support datetime objects older than 1900
    date = datetime_safe.new_datetime(date)
    # We do this ourselves to be timezone aware, email.Utils is not tz aware.
    dow = days[date.weekday()]
    month = months[date.month - 1]
    time_str = date.strftime('%s, %%d %s %%Y %%H:%%M:%%S ' % (dow, month))
    offset = date.utcoffset()
    # Historically, this function assumes that naive datetimes are in UTC.
    if offset is None:
        return time_str + '-0000'
    else:
        timezone = (offset.days * 24 * 60) + (offset.seconds // 60)
        hour, minute = divmod(timezone, 60)
        return time_str + '%+03d%02d' % (hour, minute)",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,rfc2822_date,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/feedgenerator.py,
49249530-050b-43ef-aeb6-d7b44d343308,mined__github_py23_911c259f7108f81f,"def rfc3339_date(date):
    # Support datetime objects older than 1900
    date = datetime_safe.new_datetime(date)
    time_str = date.strftime('%Y-%m-%dT%H:%M:%S')
    if six.PY2:             # strftime returns a byte string in Python 2
        time_str = time_str.decode('utf-8')
    offset = date.utcoffset()
    # Historically, this function assumes that naive datetimes are in UTC.
    if offset is None:
        return time_str + 'Z'
    else:
        timezone = (offset.days * 24 * 60) + (offset.seconds // 60)
        hour, minute = divmod(timezone, 60)
        return time_str + '%+03d:%02d' % (hour, minute)","def rfc3339_date(date):
    # Support datetime objects older than 1900
    date = datetime_safe.new_datetime(date)
    time_str = date.strftime('%Y-%m-%dT%H:%M:%S')
    offset = date.utcoffset()
    # Historically, this function assumes that naive datetimes are in UTC.
    if offset is None:
        return time_str + 'Z'
    else:
        timezone = (offset.days * 24 * 60) + (offset.seconds // 60)
        hour, minute = divmod(timezone, 60)
        return time_str + '%+03d:%02d' % (hour, minute)",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,rfc3339_date,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/feedgenerator.py,
7c010d6f-3940-4a87-bf0a-6817f4d59628,mined__github_py23_6eb95ade91e748a7,"def html_safe(klass):
    """"""
    A decorator that defines the __html__ method. This helps non-Django
    templates to detect classes whose __str__ methods return SafeText.
    """"""
    if '__html__' in klass.__dict__:
        raise ValueError(
            ""can't apply @html_safe to %s because it defines ""
            ""__html__()."" % klass.__name__
        )
    if six.PY2:
        if '__unicode__' not in klass.__dict__:
            raise ValueError(
                ""can't apply @html_safe to %s because it doesn't ""
                ""define __unicode__()."" % klass.__name__
            )
        klass_unicode = klass.__unicode__
        klass.__unicode__ = lambda self: mark_safe(klass_unicode(self))
        klass.__html__ = lambda self: unicode(self)  # NOQA: unicode undefined on PY3
    else:
        if '__str__' not in klass.__dict__:
            raise ValueError(
                ""can't apply @html_safe to %s because it doesn't ""
                ""define __str__()."" % klass.__name__
            )
        klass_str = klass.__str__
        klass.__str__ = lambda self: mark_safe(klass_str(self))
        klass.__html__ = lambda self: str(self)
    return klass","def html_safe(klass):
    """"""
    A decorator that defines the __html__ method. This helps non-Django
    templates to detect classes whose __str__ methods return SafeText.
    """"""
    if '__html__' in klass.__dict__:
        raise ValueError(
            ""can't apply @html_safe to %s because it defines ""
            ""__html__()."" % klass.__name__
        )
    if '__str__' not in klass.__dict__:
        raise ValueError(
            ""can't apply @html_safe to %s because it doesn't ""
            ""define __str__()."" % klass.__name__
        )
    klass_str = klass.__str__
    klass.__str__ = lambda self: mark_safe(klass_str(self))
    klass.__html__ = lambda self: str(self)
    return klass",equivalent,real_mined,,"mined:six.PY2,unicode(",easy,strong,train,django/django,html_safe,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/html.py,
80c1d64c-9626-4c3b-a7bb-036e4b3e812c,mined__github_py23_dd3e3c84d54bf00e,"def base36_to_int(s):
    """"""
    Converts a base 36 string to an ``int``. Raises ``ValueError` if the
    input won't fit into an int.
    """"""
    # To prevent overconsumption of server resources, reject any
    # base36 string that is long than 13 base36 digits (13 digits
    # is sufficient to base36-encode any 64-bit integer)
    if len(s) > 13:
        raise ValueError(""Base36 input too large"")
    value = int(s, 36)
    # ... then do a final check that the value will fit into an int to avoid
    # returning a long (#15067). The long type was removed in Python 3.
    if six.PY2 and value > sys.maxint:
        raise ValueError(""Base36 input too large"")
    return value","def base36_to_int(s):
    """"""
    Converts a base 36 string to an ``int``. Raises ``ValueError` if the
    input won't fit into an int.
    """"""
    # To prevent overconsumption of server resources, reject any
    # base36 string that is long than 13 base36 digits (13 digits
    # is sufficient to base36-encode any 64-bit integer)
    if len(s) > 13:
        raise ValueError(""Base36 input too large"")
    return int(s, 36)",equivalent,real_mined,,"mined:long(,six.PY2",easy,strong,train,django/django,base36_to_int,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/http.py,
c442100d-16cf-411f-ba57-e3b87c2d546d,mined__github_py23_9b4833cf0e920e2c,"def int_to_base36(i):
    """"""
    Converts an integer to a base36 string
    """"""
    char_set = '0123456789abcdefghijklmnopqrstuvwxyz'
    if i < 0:
        raise ValueError(""Negative base36 conversion input."")
    if six.PY2:
        if not isinstance(i, six.integer_types):
            raise TypeError(""Non-integer base36 conversion input."")
        if i > sys.maxint:
            raise ValueError(""Base36 conversion input too large."")
    if i < 36:
        return char_set[i]
    b36 = ''
    while i != 0:
        i, n = divmod(i, 36)
        b36 = char_set[n] + b36
    return b36","def int_to_base36(i):
    """"""
    Converts an integer to a base36 string
    """"""
    char_set = '0123456789abcdefghijklmnopqrstuvwxyz'
    if i < 0:
        raise ValueError(""Negative base36 conversion input."")
    if i < 36:
        return char_set[i]
    b36 = ''
    while i != 0:
        i, n = divmod(i, 36)
        b36 = char_set[n] + b36
    return b36",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,int_to_base36,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/http.py,
54a3491f-ddac-48b7-9796-a21727028e32,mined__github_py23_244953afef81edd2,"def is_safe_url(url, host=None, allowed_hosts=None, require_https=False):
    """"""
    Return ``True`` if the url is a safe redirection (i.e. it doesn't point to
    a different host and uses a safe scheme).

    Always returns ``False`` on an empty url.

    If ``require_https`` is ``True``, only 'https' will be considered a valid
    scheme, as opposed to 'http' and 'https' with the default, ``False``.
    """"""
    if url is not None:
        url = url.strip()
    if not url:
        return False
    if six.PY2:
        try:
            url = force_text(url)
        except UnicodeDecodeError:
            return False
    if allowed_hosts is None:
        allowed_hosts = set()
    if host:
        warnings.warn(
            ""The host argument is deprecated, use allowed_hosts instead."",
            RemovedInDjango21Warning,
            stacklevel=2,
        )
        # Avoid mutating the passed in allowed_hosts.
        allowed_hosts = allowed_hosts | {host}
    # Chrome treats \ completely as / in paths but it could be part of some
    # basic auth credentials so we need to check both URLs.
    return (_is_safe_url(url, allowed_hosts, require_https=require_https) and
            _is_safe_url(url.replace('\\', '/'), allowed_hosts, require_https=require_https))","def is_safe_url(url, host=None, allowed_hosts=None, require_https=False):
    """"""
    Return ``True`` if the url is a safe redirection (i.e. it doesn't point to
    a different host and uses a safe scheme).

    Always returns ``False`` on an empty url.

    If ``require_https`` is ``True``, only 'https' will be considered a valid
    scheme, as opposed to 'http' and 'https' with the default, ``False``.
    """"""
    if url is not None:
        url = url.strip()
    if not url:
        return False
    if allowed_hosts is None:
        allowed_hosts = set()
    if host:
        warnings.warn(
            ""The host argument is deprecated, use allowed_hosts instead."",
            RemovedInDjango21Warning,
            stacklevel=2,
        )
        # Avoid mutating the passed in allowed_hosts.
        allowed_hosts = allowed_hosts | {host}
    # Chrome treats \ completely as / in paths but it could be part of some
    # basic auth credentials so we need to check both URLs.
    return (_is_safe_url(url, allowed_hosts, require_https=require_https) and
            _is_safe_url(url.replace('\\', '/'), allowed_hosts, require_https=require_https))",equivalent,real_mined,,mined:six.PY2,easy,strong,train,django/django,is_safe_url,https://github.com/django/django/blob/e63d98b7beb16d1410168a2315cbe04c43c9c80d/django/utils/http.py,
